Restaurant_Name,Online,Booking,Rating,Location,Cuisines,Price,Restaurant_Type
Empire Restaurant,Yes,No,4.1,Koramangala 5th Block,"North Indian, Mughlai, South Indian, Chinese",750.0,Dine-out
Lassi Pot,Yes,No,3.3,BTM,Beverages,250.0,Delivery
Urban Bakes & Cafe,No,No,3.7,Banaswadi,"Cafe, Bakery",500.0,Cafes
Watson's,Yes,Yes,4.0,JP Nagar,"Finger Food, Chinese, Continental",1300.0,Delivery
Keys Cafe - Keys Hotel,No,No,2.8,Whitefield,"Chinese, Continental, North Indian",1200.0,Dine-out
Ganga Sagar,No,No,3.1,Rajajinagar,Street Food,150.0,Dine-out
Khan Saheb Grills and Rolls,Yes,No,3.4,Langford Town,"Fast Food, Rolls",350.0,Dine-out
The Jungle Terrace,Yes,No,3.5,Brigade Road,"Continental, Mexican, Lebanese",600.0,Delivery
Smaaash,No,Yes,4.2,MG Road,"North Indian, Pizza, Chinese",1500.0,Drinks & nightlife
Eat Street,No,No,4.2,Koramangala 6th Block,"North Indian, Chinese, Italian, Street Food, Desserts",600.0,Delivery
Ideal Kitchen,Yes,No,3.5,Indiranagar,"North Indian, Chinese, South Indian, Seafood",250.0,Delivery
Chai Central,Yes,No,3.2,RT Nagar,"Tea, Fast Food",200.0,Delivery
Gangothri Veg Restaurant,Yes,No,3.7,Koramangala 6th Block,"North Indian, South Indian, Chinese",300.0,Delivery
Jetlag,No,Yes,4.3,Rajajinagar,"Finger Food, Continental, North Indian, Italian, Japanese",1650.0,Drinks & nightlife
Hammered,Yes,Yes,4.7,Cunningham Road,"North Indian, Thai, Japanese, Continental, Cafe",1300.0,Desserts
Bharathi Dosa Camp,No,No,3.2,Commercial Street,South Indian,100.0,Dine-out
Desi Wok,No,No,2.7,BTM,"North Indian, Chinese",500.0,Delivery
Home Food,Yes,No,3.4,Kammanahalli,South Indian,300.0,Delivery
Natural Ice Cream,No,No,4.2,Basaveshwara Nagar,"Ice Cream, Beverages",200.0,Desserts
Happy Brew,No,Yes,4.0,Koramangala 5th Block,"Continental, American, Chinese, BBQ, Salad",1000.0,Dine-out
Mamatha Restaurant,Yes,No,2.6,Bommanahalli,"Biryani, Hyderabadi, North Indian",700.0,Delivery
Shake N Snack,No,No,3.6,Shanti Nagar,"Beverages, Fast Food",200.0,Delivery
Helloo Delhi,Yes,No,3.2,Sarjapur Road,North Indian,1000.0,Dine-out
Kamat's Palate Korner,No,No,4.1,Richmond Road,"North Indian, Chinese",600.0,Delivery
Nando's,Yes,No,4.3,Indiranagar,"Portuguese, African",1200.0,Delivery
Samskruti - Sanman Gardenia,Yes,No,4.0,Jayanagar,"North Indian, Chinese, South Indian",550.0,Delivery
Billionaires Cafe,No,No,3.8,Koramangala 5th Block,"Cafe, Italian",600.0,Delivery
Sukh Sagar,Yes,No,3.8,Koramangala 5th Block,"South Indian, North Indian, Chinese, Street Food",500.0,Dine-out
Sri Rama,Yes,No,3.2,Shivajinagar,South Indian,200.0,Delivery
Creamy Zone,No,No,3.2,Brookefield,"Ice Cream, Juices",100.0,Desserts
Sri Ganesha Fruit Juice Centre,Yes,No,3.2,Domlur,"Juices, Beverages",100.0,Delivery
Frolic,Yes,No,3.9,Koramangala 7th Block,"Juices, Ice Cream",200.0,Desserts
New Prashanth Naati Style,No,No,3.8,Cunningham Road,"South Indian, Biryani",400.0,Delivery
Warm Oven,Yes,No,3.8,Marathahalli,"Bakery, Desserts",500.0,Desserts
Hotel Zam Zam,Yes,No,3.1,Hennur,"North Indian, Chinese",300.0,Delivery
Chikpet Donne Biriyani Corner,Yes,No,3.7,Kalyan Nagar,"Biryani, North Indian",300.0,Delivery
Little Cafe,Yes,No,3.7,Basavanagudi,"Cafe, Beverages",600.0,Delivery
Jimi's Beer Cafe,No,Yes,3.9,Indiranagar,"American, North Indian, Chinese",1700.0,Drinks & nightlife
Vietnamese Kitchen,Yes,Yes,4.1,Indiranagar,"Chinese, Vietnamese, Momos, Thai",800.0,Delivery
Trick Or Treat,No,No,4.2,Brigade Road,"Cafe, Burger, Continental, Pizza, Steak",500.0,Delivery
Liquid Lounge - Hyatt Centric MG Road,No,Yes,4.0,Ulsoor,"Finger Food, Continental, Chinese",2400.0,Drinks & nightlife
Rasa Cafe,No,No,3.4,Kalyan Nagar,"Cafe, American, Italian, Continental",600.0,Dine-out
Vinny's,Yes,No,3.9,Brigade Road,"Pizza, Italian, Continental, Desserts",800.0,Delivery
De Street Cafe,No,No,3.6,BTM,Cafe,500.0,Delivery
Diabetics Dezire Sugarless Sweets and Bakes,Yes,No,3.3,Basavanagudi,"Desserts, Mithai",300.0,Delivery
New Prashanth Hotel,Yes,No,3.9,Banashankari,"Biryani, North Indian, Seafood, Andhra",650.0,Dine-out
Pulla Reddy Sweets,No,No,3.5,Marathahalli,Mithai,250.0,Desserts
Cafe Coffee Day The Lounge,Yes,No,3.6,Koramangala 4th Block,"Cafe, Fast Food",650.0,Dine-out
Yo! Thali,Yes,No,3.3,HSR,"North Indian, South Indian, Chinese",400.0,Delivery
Platter,Yes,No,2.9,Residency Road,"Street Food, Juices",300.0,Delivery
Bansuri Sweets,No,No,3.7,Koramangala 6th Block,"Mithai, North Indian, Street Food",250.0,Delivery
Bombay Adda,No,Yes,4.4,Koramangala 7th Block,Modern Indian,1100.0,Pubs and bars
Zaica Dine & Wine,Yes,Yes,3.8,Brookefield,North Indian,750.0,Delivery
Oye Amritsar,Yes,Yes,3.9,Indiranagar,North Indian,600.0,Delivery
Keventers,Yes,No,4.0,Koramangala 5th Block,"Desserts, Beverages, Ice Cream",400.0,Delivery
Cafe Thulp,Yes,No,4.1,Koramangala 1st Block,"Cafe, Burger, Italian, Salad",1000.0,Cafes
Chung's Chinese Corner,Yes,No,2.7,Indiranagar,Chinese,700.0,Delivery
The Cuboidal,Yes,No,3.6,BTM,"Fast Food, Beverages, Sandwich",300.0,Dine-out
Cafe Thulp,Yes,No,4.0,Kammanahalli,"Cafe, Burger, Italian, Salad",1000.0,Cafes
Brahmin's Coffee Bar,No,No,4.8,Basavanagudi,South Indian,100.0,Dine-out
Bottoms Up Resto Bar,Yes,No,3.9,Kalyan Nagar,"Finger Food, Italian, Continental",1200.0,Delivery
Onesta,Yes,Yes,4.4,Koramangala 4th Block,"Pizza, Cafe, Italian",600.0,Buffet
Kusum Rolls,No,No,3.5,New BEL Road,Street Food,300.0,Dine-out
Delite Chaat House,Yes,No,4.0,Indiranagar,"Street Food, Gujarati",300.0,Delivery
Wok N Roll,Yes,No,3.9,Nagawara,"Chinese, Momos",400.0,Delivery
Zyksha,No,No,3.4,South Bangalore,Fast Food,200.0,Dine-out
Juicemaker,No,No,3.9,Koramangala 8th Block,"Beverages, Fast Food",400.0,Delivery
La Madeleine Patisserie,No,No,3.9,Indiranagar,Bakery,200.0,Desserts
Basaveshwarnagar Dosa Corner,Yes,No,3.8,Basaveshwara Nagar,South Indian,200.0,Delivery
Chutney Chang,Yes,Yes,4.1,Jayanagar,"North Indian, Chinese, BBQ",1500.0,Delivery
Ruchi's Corner,Yes,No,2.7,Banashankari,Fast Food,200.0,Dine-out
Smoothie Hub,Yes,No,3.1,BTM,"Beverages, Sandwich",100.0,Delivery
Gokul Veg,Yes,No,3.8,Basavanagudi,"North Indian, Chinese, Beverages",750.0,Dine-out
Sarvam,Yes,No,3.5,HSR,"South Indian, Chettinad, Chinese, North Indian, Andhra, Seafood",550.0,Delivery
The Donut Baker,No,No,3.0,Ulsoor,Desserts,150.0,Desserts
Food Zone,Yes,No,3.7,Basaveshwara Nagar,"North Indian, Chinese",400.0,Dine-out
Bay Root,No,No,3.7,BTM,"North Indian, Arabian",400.0,Delivery
Rasovara,Yes,Yes,4.3,Lavelle Road,"Rajasthani, North Indian",1400.0,Delivery
Mumbai Xpress,Yes,No,2.8,Bellandur,"Fast Food, Street Food",350.0,Delivery
Gurukrupa Paratha House,Yes,No,3.9,Old Airport Road,"North Indian, Chinese",400.0,Delivery
Al Khwaja,No,No,3.0,Bellandur,"North Indian, Chinese",400.0,Delivery
Penthouse Cafe,Yes,No,4.0,Banashankari,"Cafe, Italian, Continental",700.0,Cafes
Ibaco,Yes,No,3.9,New BEL Road,Desserts,300.0,Desserts
Flayvours4u,No,No,3.2,Hennur,"Ice Cream, Beverages",150.0,Desserts
The Rasoi,No,No,3.7,Seshadripuram,"North Indian, Chinese, Hyderabadi",650.0,Dine-out
The Lantern Restaurant & Bar - The Ritz-Carlton...,No,Yes,4.4,Residency Road,Chinese,3500.0,Pubs and bars
Ambur Biriyani Point,No,No,3.6,BTM,Biryani,150.0,Dine-out
New Surya Sweets & Snacks,No,No,3.5,BTM,"Mithai, Fast Food",300.0,Desserts
The Lobby Brew - Conrad Bengaluru,No,Yes,3.8,Ulsoor,"Cafe, North Indian, Fast Food",2200.0,Desserts
Smoor,Yes,No,4.1,MG Road,Desserts,900.0,Desserts
Udupi Upahar,No,No,3.6,Koramangala 7th Block,"South Indian, North Indian, Chinese",300.0,Dine-out
Jai Jinendra,No,No,4.0,Koramangala 6th Block,"Street Food, Beverages",200.0,Delivery
Vitamin Palace,No,No,4.1,Koramangala 7th Block,"Cafe, Beverages, Healthy Food, Juices",650.0,Dine-out
Pipabu,Yes,No,3.8,Koramangala 4th Block,"Continental, Italian, Chinese",750.0,Delivery
Bhandary's Kitchen,Yes,No,3.6,Koramangala 7th Block,North Indian,300.0,Delivery
Jeff's - Royal Orchid Hotel,No,No,3.9,Old Airport Road,"Chinese, Continental",1800.0,Pubs and bars
Amma's Pastries,No,No,4.0,Thippasandra,"Bakery, Desserts",400.0,Desserts
Gujrati Mess,Yes,No,3.6,JP Nagar,Gujarati,200.0,Delivery
Cake Palace,Yes,No,3.4,Indiranagar,Bakery,100.0,Desserts
Bengaluru Cafe,No,No,4.4,Jayanagar,South Indian,150.0,Dine-out
Ghar Ka Chulha,Yes,No,3.1,Sarjapur Road,"North Indian, Chinese",550.0,Dine-out
Murphy's Brewhouse - The Paul Bangalore,No,Yes,4.3,Domlur,"Continental, North Indian, Finger Food",1700.0,Dine-out
Ente Keralam,Yes,No,4.0,Ulsoor,"Kerala, Seafood",1300.0,Delivery
Creme & Cheese,No,No,3.8,Koramangala 4th Block,Desserts,850.0,Delivery
Domino's Pizza,Yes,No,3.9,New BEL Road,"Pizza, Fast Food",400.0,Delivery
Bombay Adda,No,Yes,4.5,Koramangala 7th Block,Modern Indian,1100.0,Drinks & nightlife
Sagar Delicacy,Yes,No,3.9,Ulsoor,"North Indian, Chinese, Fast Food, Street Food",500.0,Delivery
Sankranti,Yes,No,3.6,Marathahalli,Andhra,600.0,Delivery
Juice Junction,Yes,No,4.0,Koramangala 5th Block,"Juices, Fast Food, South Indian, Chinese",150.0,Delivery
Sher-E-Punjab,Yes,No,3.1,BTM,"North Indian, Chinese",400.0,Dine-out
Milkyway Ice Creams,Yes,No,3.7,Bellandur,"Ice Cream, Fast Food",300.0,Desserts
Berrylicious Cafe,Yes,No,4.1,MG Road,"Continental, Cafe, Desserts, Pizza, North Indian, Chinese, Ice Cream",900.0,Delivery
Asaivam Restaurant,Yes,No,4.0,Indiranagar,"Chettinad, South Indian",750.0,Delivery
Berrylicious Cafe,Yes,No,4.1,MG Road,"Continental, Cafe, Desserts, Pizza, North Indian, Chinese, Ice Cream",900.0,Delivery
Ottimo - ITC Gardenia,No,Yes,4.3,Richmond Road,"Italian, Salad",3000.0,Dine-out
Nandhana Palace,No,Yes,4.2,Indiranagar,"Andhra, Biryani, North Indian, Chinese",800.0,Pubs and bars
La Casa Brewery And Kitchen,Yes,Yes,4.4,Sarjapur Road,"Finger Food, Continental, Seafood",1500.0,Dine-out
Atithi Satkar,No,No,3.7,Sanjay Nagar,"South Indian, North Indian, Fast Food, Chinese",400.0,Delivery
Sambram Biriyani Paradise,Yes,No,3.6,JP Nagar,"Biryani, North Indian, Chinese",600.0,Dine-out
Kettle & Kegs,Yes,No,3.3,Bannerghatta Road,"Tea, Beverages",200.0,Delivery
Twilight Global Restaurant,Yes,No,3.5,Kalyan Nagar,"North Indian, Chinese",600.0,Delivery
Lot Like Crepes,Yes,No,4.6,Koramangala 7th Block,"Cafe, Desserts, Continental",550.0,Desserts
Mehfil Family Restaurant,Yes,No,3.0,Malleshwaram,North Indian,750.0,Delivery
Onesta,Yes,Yes,4.3,Basaveshwara Nagar,"Pizza, Cafe, Italian",600.0,Dine-out
Biryani Bazar,No,No,3.3,Indiranagar,Biryani,250.0,Dine-out
Meaza Ginger Multi Cuisine Restaurant,Yes,No,3.7,Indiranagar,"North Indian, Chinese",500.0,Dine-out
Tawa Sagara,No,No,3.8,Jayanagar,"Mangalorean, Seafood",500.0,Delivery
Biggies Burger 'n' More,Yes,No,4.1,Marathahalli,"Cafe, Burger, Fast Food",400.0,Delivery
Midnight Restro,Yes,No,3.4,BTM,"North Indian, Fast Food",500.0,Delivery
Stories,Yes,Yes,4.2,JP Nagar,"American, Chinese, Continental, North Indian",1200.0,Dine-out
Taco Bell,Yes,No,4.1,Indiranagar,"Mexican, American, Fast Food",600.0,Delivery
Nandhi Andhra Style Family Restaurant,Yes,No,3.4,Jayanagar,"Seafood, Biryani, South Indian, North Indian, Chinese, Kebab",400.0,Dine-out
Kebabs & Kurries - ITC Gardenia,No,Yes,4.3,Richmond Road,"North Indian, Mughlai",3500.0,Dine-out
Sri Saravana Bhavan,No,No,3.9,Commercial Street,South Indian,150.0,Dine-out
Galaxy 2 Restaurant,No,No,3.2,Shivajinagar,"North Indian, Chinese, Kerala, Arabian",400.0,Dine-out
Strawberry Moon,No,No,3.4,Race Course Road,Finger Food,1500.0,Dine-out
The Deli - The Den Bengaluru,Yes,No,3.7,"ITPL Main Road, Whitefield","Bakery, Desserts",600.0,Delivery
Fat Buddha,Yes,Yes,4.0,Cunningham Road,"Chinese, Thai",1000.0,Delivery
Bihar Bhojanalaya,No,No,3.1,New BEL Road,"North Indian, Bihari",200.0,Delivery
Citrus - The Leela Palace,No,Yes,4.2,Old Airport Road,"North Indian, Italian, Asian, Continental, Mediterranean",3500.0,Buffet
Skylit - Citrus Hotels,No,Yes,4.0,Cunningham Road,"North Indian, Mughlai, Mediterranean",1300.0,Buffet
El Salver,Yes,Yes,3.9,BTM,"North Indian, Chinese, South Indian",900.0,Delivery
Bangalore Masala House,Yes,No,4.1,Vasanth Nagar,"Cafe, Continental, Fast Food, Pizza, Italian, Burger, Chinese, Desserts",500.0,Delivery
Skandas Veg Restaurant,No,No,3.2,Brookefield,"South Indian, North Indian",400.0,Dine-out
The Meal Story,Yes,No,4.2,Sarjapur Road,"North Indian, Street Food",700.0,Delivery
Veruthe Oru Thattukada,Yes,No,3.7,BTM,"Kerala, South Indian",400.0,Dine-out
Breadworks,Yes,No,2.9,Indiranagar,"Bakery, Cafe",500.0,Dine-out
Chikpet Donne Biriyani Corner,Yes,No,3.7,Kalyan Nagar,"Biryani, North Indian",300.0,Dine-out
Bake and Juice,Yes,No,3.5,BTM,"Fast Food, North Indian",400.0,Dine-out
Samudra Bar & Restaurant,No,No,2.9,Seshadripuram,"North Indian, Mughlai, Chinese",800.0,Dine-out
Ajwa Thalassery Biryani,Yes,Yes,3.9,Sarjapur Road,"Biryani, South Indian",500.0,Dine-out
Momo Jojo,Yes,No,4.3,JP Nagar,"Chinese, Tibetan, Momos",300.0,Dine-out
Taste of Nepal,Yes,No,3.5,Koramangala 8th Block,"Nepalese, Momos, Chinese",350.0,Delivery
Karama Restaurant,Yes,No,4.1,Koramangala 5th Block,"Arabian, North Indian, Beverages",750.0,Dine-out
Grills And Tandoor,Yes,Yes,3.7,Koramangala 5th Block,"North Indian, Chinese",900.0,Delivery
Dolci Desserts,Yes,No,4.3,Cunningham Road,"Cafe, Desserts",750.0,Dine-out
Shetty's Kitchen,Yes,No,3.7,Bannerghatta Road,Mangalorean,600.0,Delivery
Cirkus,No,Yes,4.3,HSR,"North Indian, Continental, Fast Food, Beverages, Pizza",1400.0,Pubs and bars
The Kabab Studio - Goldfinch Hotel,No,Yes,4.2,Seshadripuram,"North Indian, Chinese, Continental",1500.0,Dine-out
Rajdhani Thali Restaurant,Yes,Yes,4.0,Malleshwaram,North Indian,1000.0,Dine-out
Big Mama,No,No,3.3,HSR,"Cafe, Continental, Italian",600.0,Dine-out
Drunkling - Sizzlers and Pub,Yes,Yes,4.4,Koramangala 5th Block,"Chinese, Continental, North Indian, Burger, Pizza, Seafood",1000.0,Delivery
Aalishan Restaurant & Caterer,Yes,No,3.5,Koramangala 7th Block,"North Indian, Mughlai",650.0,Dine-out
Brews N Bites,Yes,No,2.7,Bannerghatta Road,"Chinese, Fast Food, Cafe, Street Food, Finger Food",650.0,Delivery
The Terrace at Gilly's Redefined,No,Yes,4.6,Koramangala 4th Block,"Continental, Finger Food, Asian, North Indian",1400.0,Drinks & nightlife
Melt - Eden Park,Yes,Yes,4.0,JP Nagar,"North Indian, Chinese, Thai, Mughlai, Seafood",1000.0,Buffet
Billionaires Cafe,Yes,No,3.8,Koramangala 5th Block,"Cafe, Italian",600.0,Delivery
Kalingas,Yes,No,3.9,BTM,"Oriya, Fast Food",250.0,Delivery
Eat Well,Yes,No,2.9,JP Nagar,"North Indian, Chinese",400.0,Delivery
Kaayal,Yes,No,3.2,Brookefield,"Kerala, Chinese",500.0,Delivery
Curries & Chillies,Yes,No,3.1,Kalyan Nagar,Andhra,400.0,Delivery
UBQ by Barbeque Nation,Yes,No,3.2,MG Road,"North Indian, BBQ, Biryani, Kebab",450.0,Delivery
New Banashankari Donne Biryani,No,No,3.5,Basavanagudi,"Biryani, North Indian",300.0,Dine-out
Hotel Dine City,Yes,No,3.4,HSR,"North Indian, South Indian, Chinese, Arabian",800.0,Delivery
Al Hayath,No,No,3.5,BTM,"North Indian, Chinese",200.0,Delivery
Malabar Coastal Cuisine,No,No,3.6,Koramangala 7th Block,Kerala,550.0,Dine-out
Le Jardin - The Oberoi,No,No,4.3,MG Road,"European, Mediterranean, North Indian",3000.0,Dine-out
Sri Krishna Darshini,No,No,3.1,Basavanagudi,"South Indian, North Indian, Chinese",200.0,Delivery
Kaayal,Yes,No,3.2,Brookefield,"Kerala, Chinese",500.0,Delivery
Peace Restaurant,Yes,No,2.6,Indiranagar,"Chinese, Tibetan",500.0,Dine-out
Al Sadique Restaurant,No,No,3.5,Frazer Town,"Mughlai, North Indian, Street Food",350.0,Dine-out
Hotel Zam Zam,Yes,No,3.2,Hennur,"North Indian, Chinese",300.0,Dine-out
Roll junction,No,No,3.1,Bellandur,"Fast Food, Rolls",150.0,Dine-out
Halli Mane Donne Biriyani,Yes,No,4.1,Rajajinagar,"Biryani, Seafood",400.0,Delivery
Kolkata Famous Kati Roll,No,No,3.4,Bellandur,"Fast Food, Rolls",100.0,Dine-out
Brother?s Bar & Kitchen,No,No,3.4,BTM,"Chinese, North Indian",1000.0,Dine-out
Mudpipe Cafe,Yes,No,4.2,Cunningham Road,"Cafe, Continental, Italian, Burger",750.0,Cafes
Truffles,No,No,4.5,St. Marks Road,"Cafe, American, Burger, Steak",900.0,Cafes
The French Loaf,No,No,3.2,Marathahalli,"Bakery, Desserts, Sandwich",400.0,Desserts
Al Habibi Restaurant,Yes,No,3.5,BTM,"North Indian, Chinese",300.0,Delivery
Oye Amritsar,Yes,Yes,4.0,Koramangala 6th Block,North Indian,600.0,Dine-out
The Chocolatiers,No,No,3.5,Bannerghatta Road,Desserts,150.0,Desserts
Dosa Plaza,Yes,No,3.8,Koramangala 5th Block,"South Indian, North Indian, Chinese, Beverages",200.0,Dine-out
Khan's Biryani,Yes,No,3.0,BTM,"Biryani, North Indian",200.0,Dine-out
Cafe Thulp,Yes,Yes,4.0,Bellandur,"Cafe, Burger, Italian, Salad",1000.0,Cafes
Udupi Grand,Yes,No,3.8,Basavanagudi,"South Indian, North Indian, Chinese",300.0,Dine-out
Pabrai's Fresh and Naturelle Icecreams,No,No,3.7,BTM,"Ice Cream, Desserts",300.0,Desserts
Venkateshwara Foods,Yes,No,3.0,Residency Road,"Street Food, South Indian",400.0,Delivery
36th Cross Coffee Mane,No,No,3.8,Jayanagar,"South Indian, Chinese, Beverages, Cafe, Coffee, Fast Food, Momos, North Indian",200.0,Dine-out
Barista,No,No,3.7,Shanti Nagar,Cafe,300.0,Cafes
Calicut Durbar,Yes,No,3.9,Koramangala 7th Block,"Arabian, North Indian",500.0,Delivery
Hiyar Majhe Kolkata,Yes,No,3.9,BTM,"Bengali, North Indian",400.0,Delivery
Cafe Vivacity,Yes,No,3.8,Banashankari,Cafe,650.0,Dine-out
Punjabi's Food Corner,Yes,No,3.6,CV Raman Nagar,"North Indian, Chinese",250.0,Delivery
East Delicious,Yes,No,4.0,Marathahalli,"Chinese, Thai",600.0,Delivery
Sri Udupi Grand,No,No,3.2,Shanti Nagar,"South Indian, North Indian, Chinese",350.0,Dine-out
Gogula's Sweets & Chats,Yes,No,4.0,BTM,"Mithai, Street Food, Fast Food",200.0,Delivery
Dash In,No,No,3.1,BTM,"North Indian, Chinese, Kerala",600.0,Dine-out
Mayonaise,Yes,No,3.9,Banaswadi,"Cafe, Continental, Beverages",500.0,Dine-out
Invitation Bar & Restaurant,No,No,3.0,BTM,North Indian,1000.0,Pubs and bars
A Hole Lotta Love Cafe,Yes,No,4.4,Koramangala 5th Block,"Cafe, American, Burger, Sandwich, Beverages",600.0,Cafes
Garden Fresh,Yes,No,3.9,BTM,"Healthy Food, Juices",200.0,Delivery
Kollapuri's,No,No,3.9,Basavanagudi,"South Indian, Mangalorean",450.0,Delivery
DeliToons,No,No,4.0,Koramangala 6th Block,"Sandwich, Pizza, Salad",300.0,Dine-out
Rajdhani Thali Restaurant,Yes,Yes,3.9,Bannerghatta Road,North Indian,900.0,Delivery
Frolic,Yes,No,4.2,Koramangala 7th Block,"Juices, Ice Cream",200.0,Desserts
Thyme & Whisk,Yes,No,3.9,Jayanagar,"Asian, Chinese, Continental, Italian",800.0,Delivery
Sotally Tober,No,Yes,4.4,Residency Road,"Asian, Burger, Chinese, Finger Food",1200.0,Drinks & nightlife
Dashabhuja Kitchen & Catering,Yes,No,3.0,Thippasandra,"North Indian, Chinese",400.0,Delivery
Soul Cafe,No,Yes,3.9,MG Road,"Cafe, Continental, Italian",800.0,Cafes
Aubree Le Chocolatier,Yes,No,3.5,Koramangala 6th Block,Desserts,300.0,Delivery
Mudpipe Cafe,Yes,Yes,4.5,BTM,"Cafe, Continental, Burger",900.0,Dine-out
Zeeshan,Yes,No,3.8,Koramangala 7th Block,"North Indian, Kebab, Biryani, Rolls",700.0,Delivery
RSS Donne Biryani,Yes,No,3.3,BTM,Biryani,300.0,Dine-out
Tasty Fast Food,No,No,3.2,New BEL Road,"North Indian, Chinese",250.0,Delivery
Ibaco,Yes,No,4.0,Brigade Road,"Desserts, Ice Cream",300.0,Desserts
Sha-e-Darbar,Yes,No,3.7,Yeshwantpur,"North Indian, Chinese",400.0,Delivery
Sagar Delicacy,Yes,No,3.9,Ulsoor,"North Indian, Chinese, Fast Food, Street Food",500.0,Delivery
Shater Grill House,No,No,3.5,BTM,"North Indian, Arabian, Chinese",700.0,Delivery
Cafe Graffiters,Yes,No,3.8,Koramangala 5th Block,"Cafe, Continental, Beverages",600.0,Dine-out
OCEA HOTEL,Yes,No,3.7,Brigade Road,"North Indian, Chinese, Seafood",800.0,Dine-out
Kareem's,Yes,No,3.6,Frazer Town,"North Indian, Mughlai",700.0,Delivery
Pizza Hut,Yes,No,3.3,Frazer Town,"Pizza, Fast Food",750.0,Dine-out
Delhite Food,Yes,No,3.5,Bellandur,North Indian,300.0,Delivery
Gowdara Naati Mane,No,No,3.4,Residency Road,"South Indian, Biryani, Mangalorean",500.0,Dine-out
Tata Cha,Yes,No,3.6,Koramangala 7th Block,"Cafe, Tea, North Indian",500.0,Delivery
Tangerine - Davanam Sarovar Portico Suites,Yes,Yes,4.0,Koramangala 2nd Block,"Continental, Italian, North Indian, Asian, Bakery, Chinese, European, Japanese",1100.0,Desserts
Paisa Vasool,Yes,No,3.3,Koramangala 7th Block,North Indian,400.0,Dine-out
Coastal Delight,Yes,No,4.1,Indiranagar,"Seafood, South Indian, North Indian, Mangalorean, Chinese",650.0,Delivery
King Of Spices,Yes,No,3.7,Whitefield,"South Indian, North Indian, Chinese, Biryani, Beverages",500.0,Desserts
The Open Box,Yes,Yes,4.2,St. Marks Road,"European, North Indian, Mediterranean, Asian, Salad",1400.0,Pubs and bars
Kolkata Spicy Restaurant,Yes,No,2.8,Marathahalli,Bengali,300.0,Delivery
Al Madhina Roll House,No,No,3.4,Kalyan Nagar,"North Indian, Chinese",350.0,Delivery
Auntie Fung's,Yes,No,3.8,Whitefield,"Chinese, Vietnamese, Desserts",700.0,Dine-out
Sultans of Spice,Yes,Yes,4.5,Koramangala 5th Block,"North Indian, Mughlai, Salad",1300.0,Buffet
BongHomie,No,No,3.4,BTM,"Bengali, North Indian",300.0,Delivery
Pablo's Gastrobar,No,No,4.0,Whitefield,"Finger Food, American, Asian, Italian",1450.0,Drinks & nightlife
Float,Yes,Yes,4.4,Marathahalli,"North Indian, Japanese",1500.0,Pubs and bars
Kafe Nook,Yes,No,3.6,BTM,Fast Food,300.0,Dine-out
Grand Chillies,No,No,3.4,HSR,"North Indian, Chinese, Biryani",400.0,Delivery
Bangaliana,Yes,No,3.7,HSR,Bengali,600.0,Delivery
Pulimunchi,Yes,Yes,4.1,Sadashiv Nagar,"Mangalorean, Seafood",1000.0,Dine-out
Sri Sai 99 Variety Dosa,Yes,No,3.6,Jayanagar,South Indian,300.0,Delivery
OCEA HOTEL,Yes,No,3.7,Brigade Road,"North Indian, Chinese, Seafood",800.0,Dine-out
Kobe Sizzlers,No,Yes,4.1,Koramangala 5th Block,"American, Continental, Fast Food, Steak",1000.0,Dine-out
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© MH-28,Yes,No,3.4,Shivajinagar,Cafe,300.0,Delivery
eat.fit,Yes,No,4.4,Nagawara,"Healthy Food, North Indian, Biryani, Continental, Sandwich, Desserts",500.0,Desserts
